,C0,mu,eta,e,B,m_init,mean_m,mean_nb,mean_nu,mean_C,mean_nv,e_effective,pv_type,theta,gen_max,bac_extinct,phage_extinct,timestamp,end_time,folder_date,f,pv
5871,10000.0,3.1622776601683788e-06,0.0001,0.5,170.0,1.0,5.3125,1586.8125,0.1475833356380462,6593.625,220385.9375,0.0948611795902252,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.263481,10000.0,2019-05-14,0.3,0.02
5872,10000.0,3.162277660168379e-07,0.01,0.8,170.0,10.0,11.27450942993164,1652.2353515625,0.8370943069458008,6454.94140625,218334.25,0.0773564577102661,binary,0.0,10000.0,0,0,2019-05-14T13:14:45.094713,10000.0,2019-05-14,0.3,0.02
5873,10000.0,3.162277660168379e-07,0.01,0.8,170.0,10.0,11.941176414489746,1632.2156982421875,0.8368006348609924,6480.82373046875,224173.078125,0.0720577910542488,binary,0.0,10000.0,0,0,2019-05-14T13:16:53.741845,10000.0,2019-05-14,0.3,0.02
5874,10000.0,3.162277660168379e-07,0.01,0.8,170.0,10.0,11.72549057006836,1653.2156982421875,0.836219847202301,6442.529296875,221766.09375,0.0740443989634513,binary,0.0,10000.0,0,0,2019-05-14T13:17:35.300613,10000.0,2019-05-14,0.3,0.02
5875,10000.0,3.162277660168379e-07,0.01,0.8,170.0,10.0,10.941176414489746,1649.196044921875,0.8369634747505188,6438.45068359375,221033.53125,0.078137457370758,binary,0.0,10000.0,0,0,2019-05-14T13:18:01.138127,10000.0,2019-05-14,0.3,0.02
5876,10000.0,3.162277660168379e-07,0.01,0.8,170.0,10.0,11.823529243469238,1603.0,0.8358323574066162,6517.31396484375,221204.0,0.0737775713205337,binary,0.0,10000.0,0,0,2019-05-14T13:18:01.900358,10000.0,2019-05-14,0.3,0.02
5877,300.0,0.0001,0.001,0.5,170.0,1.0,1.6875,65.375,0.5765485167503357,174.0625,6645.625,0.2886808514595032,binary,0.0,10000.0,0,0,2019-05-14T13:18:03.578057,10000.0,2019-05-14,0.3,0.02
5878,300.0,0.0001,0.001,0.5,170.0,1.0,1.6875,67.4375,0.5669858455657959,173.8125,6233.0,0.3350948095321655,binary,0.0,10000.0,0,0,2019-05-14T13:18:07.897127,10000.0,2019-05-14,0.3,0.02
5879,300.0,0.0001,0.001,0.5,170.0,1.0,1.8125,54.5625,0.5742092728614807,187.875,6931.875,0.2335313558578491,binary,0.0,10000.0,0,0,2019-05-14T13:18:18.641107,10000.0,2019-05-14,0.3,0.02
5880,300.0,0.0001,0.001,0.5,170.0,1.0,1.625,52.0625,0.5549151301383972,186.8125,6512.625,0.1999139636754989,binary,0.0,10000.0,0,0,2019-05-14T13:18:36.927852,10000.0,2019-05-14,0.3,0.02
